name,npsn,level,status,accreditation,district,address,latitude,longitude
SD NEGERI SUMBERMULYO 02,20316560,SD,NEGERI,A,Winong,Sumbermulyo,-6.7819,111.0782
SD NEGERI TANGGEL,20316685,SD,NEGERI,A,Winong,Tanggel,-6.7961,111.1125
SD NEGERI TAWANGREJO,20316625,SD,NEGERI,A,Winong,Tawangrejo,-6.802,111.0861
SD NEGERI TLOGOREJO,20316643,SD,NEGERI,B,Winong,SDN TLOGOREJO,-6.8245,111.12
SD NEGERI WINONG 01,20316433,SD,NEGERI,A,Winong,"Jl.Raya Winong- Jakenan Km 0,5 Winong",-6.8066,111.1019
SD NEGERI WIRUN,20316429,SD,NEGERI,A,Winong,Wirun,-6.8561,111.1039
SMP NEGERI 1 WINONG,20338980,SMP,NEGERI,A,Winong,Jalan Jenderal Sudirman No. 38,-6.8093,111.0987
SMP NEGERI 2 WINONG,20338995,SMP,NEGERI,A,Winong,Ds.Danyangmulyo,-6.8517,111.095
MI HIDAYATUSSUBBAN,69827777,SD,SWASTA,B,Pucakwangi,"Jl. Jakenan - Pucakwangi ,Tanjungsekar  Rt. 04/ Rw.IV",-6.839506,111.209002
MI MATHOLI`UL HUDA,60712233,SD,SWASTA,A,Pucakwangi,SOKOPULUHAN PUCAKWANGI PATI,-6.824,111.176
MI MATHOLI`UL ULUM,60712234,SD,SWASTA,B,Pucakwangi,TERTEG,-6.8419,111.2178
MI MIFTAHUL FALAH BODEH,60712241,SD,SWASTA,A,Pucakwangi,BODEH,-6.8374,111.1307
MI MIFTAHUL HUDA,60712235,SD,SWASTA,A,Pucakwangi,TRIGUNO,-6.8191,111.1359
MI MIFTAHUL ULUM,60712231,SD,SWASTA,A,Pucakwangi,JL. PUCAKWANGI-WINONG KM05 DS.KARANGWATON,-6.8377,111.1142
MI NAHJATUL FAIZIN,60712239,SD,SWASTA,A,Pucakwangi,KEPOHKENCONO,-6.837,111.149
MI NURUL QURAN,60712236,SD,SWASTA,B,Pucakwangi,JL.RAYA JUWANA PUCAKWANGI KM.13 TEGALWERO PUCAKWANGI PATI,-6.7965,111.1658
MI TARBIYATUL BANIN,60712232,SD,SWASTA,B,Pucakwangi,Jl. Sokopuluhan Winong Km 03,-6.8012,111.1486
MI Tarbiyatul Islamiyah,69854216,SD,SWASTA,A,Pucakwangi,Jl. Tiwongso No.08 Sokopuluhan Pucakwangi,-6.8202,111.174
MIS MI Matholi`ul Falah,69854217,SD,SWASTA,A,Pucakwangi,Desa Karangrejo Kecamatan Pucakwangi Kabupaten Pati Provinsi Jawa Tengah,-6.8038,111.1351
MTS MATHOLI`UL FALAH,20364091,SD,SWASTA,B,Pucakwangi,JL. SOKO-WINONG KM 03 Desa Karangrejo Kecamatan Pucakwangi Kabupaten Pati,-6.8705,111.206
MTS MATHOLI`UL HUDA,20364088,SD,SWASTA,A,Pucakwangi,JLN. TIWONGSO TIMUR DS. SOKOPULUHAN RT.01 RW.05,-6.8153,111.1736
MTS MATHOLI`UL ULUM,20364089,SD,SWASTA,B,Pucakwangi,DESA TERTEG,-6.819,111.2176
MTS MIFTAHUL FALAH,20364092,SD,SWASTA,B,Pucakwangi,BODEH,-6.8374,111.1307
MTS MIFTAHUL HUDA,69726361,SD,SWASTA,C,Pucakwangi,DS.TRIGUNO KEC PUCAKWANGI,-6.8188,111.1361
MTS NURUL QUR`AN,20364090,SD,SWASTA,A,Pucakwangi,JL.RAYA JUWANA PUCAKWANGI KM.13 TEGALWERO PUCAKWANGI PATI,-6.79657,111.165944
MTS TARBIYATUL BANIN,20364093,SD,SWASTA,B,Pucakwangi,Jl.Sokopuluhan-Winong Km.03,-6.8191,111.1486
MTS TARBIYATUL ISLAMIYAH,20364094,SD,SWASTA,B,Pucakwangi,JL. TIWONGSO NO.08,-6.844423,111.175401
SD NEGERI BODEH,20317053,SD,NEGERI,B,Pucakwangi,Jl. Pucakwangi-Winong,-6.8365,111.1302
SD NEGERI GROGOLSARI,20317084,SD,NEGERI,B,Pucakwangi,Ds Grogolsari,-6.8038,111.1248
SD NEGERI KARANGWOTAN 01,20316299,SD,NEGERI,B,Pucakwangi,Jl. Pucakwangi - Winong Km. 07,-6.8547,111.1192
SD NEGERI KARANGWOTAN 02,20316298,SD,NEGERI,A,Pucakwangi,"Jl. Pucakwangi  - Winong Km.7,5",-6.8436,111.1164
SD NEGERI KARANGWOTAN 03,20316279,SD,NEGERI,B,Pucakwangi,Karangwotan,-6.8566,111.1221
SD NEGERI KEPOHKENCONO 01,20331711,SD,NEGERI,A,Pucakwangi,Ds.kepohkencono,-6.8356,111.1346
SD NEGERI KEPOHKENCONO 03,20316264,SD,NEGERI,B,Pucakwangi,DESA KEPOHKENCONO,-6.8325,111.1516
SD NEGERI KLETEK 01,20330931,SD,NEGERI,B,Pucakwangi,Desa Kletek,-6.8335,111.2228
SD NEGERI LUMBUNGMAS 01,20316353,SD,NEGERI,B,Pucakwangi,Jl.Pucakwangi-Todanan KM7,-6.8851,111.1858
SD NEGERI LUMBUNGMAS 02,20316352,SD,NEGERI,B,Pucakwangi,Dkh.Belukan  RT 03 RW 03,-6.8931,111.1624
SD NEGERI MENCON,20316350,SD,NEGERI,A,Pucakwangi,Ds Mencon,-6.8356,111.1913
SD NEGERI MOJOAGUNG,20330932,SD,NEGERI,B,Pucakwangi,Jl.Pucakwangi-Todanan Km.4,-6.8617,111.1759
SD NEGERI PELEMGEDE 02,20316115,SD,NEGERI,B,Pucakwangi,Ds. Pelemgede RT. 010 RW.002,-6.8279,111.1787
SD NEGERI PELEMGEDE 03,20316116,SD,NEGERI,A,Pucakwangi,Pelemgede,-6.8287,111.1798
SD NEGERI PUCAKWANGI 01,20316237,SD,NEGERI,A,Pucakwangi,Jln. Raya Pucakwangi - Winong,-6.8368,111.1692
SD NEGERI PUCAKWANGI 02,20316238,SD,NEGERI,B,Pucakwangi,"Dk.Jatilawang, RT.04/RW.02",-6.8346,111.1801
SD NEGERI PUCAKWANGI 03,20316236,SD,NEGERI,A,Pucakwangi,"Jln. Pucakwangi-Winong km 0,5",-6.8369,111.1704
SD NEGERI PUCAKWANGI 04,20316235,SD,NEGERI,B,Pucakwangi,Jln Pucakwangi - Todanan km 1,-6.8446,111.1723
SD NEGERI SITIMULYO 01,20316604,SD,NEGERI,B,Pucakwangi,DS. Sitimulyo Kec. Pucakwangi Kab. Pati,-6.8682,111.218
SD NEGERI SITIMULYO 02,20316603,SD,NEGERI,B,Pucakwangi,Dukuh Pringapus RT 02 RW 3,-6.8682,111.2102
SD NEGERI SOKOPULUHAN 01,20316595,SD,NEGERI,A,Pucakwangi,Desa Sokopuluhan Rt.01/03,-6.8119,111.1717
SD NEGERI SOKOPULUHAN 02,20316594,SD,NEGERI,B,Pucakwangi,"Desa Sukopuluhan kecamatan Puncakwangi, 59183",-6.815669,111.174383
SD NEGERI TANJUNGSEKAR,20316645,SD,NEGERI,B,Pucakwangi,Dk. Pengilon,-6.8186,111.1557
SD NEGERI TEGALWERO 01,20316614,SD,NEGERI,A,Pucakwangi,Jl.Pucakwangi-Jakenan KM5 Tegalwero,-6.8603,111.1655
SD NEGERI TERTEG 01,20316612,SD,NEGERI,B,Pucakwangi,Desa Terteg,-6.8194,111.2198
SD NEGERI TRIGUNO,20316441,SD,NEGERI,A,Pucakwangi,Dukuh Dopang,-6.8243,111.1345
SD NEGERI WATESHAJI 01,20317233,SD,NEGERI,B,Pucakwangi,"Desa Wateshaji, RT 2 RW I",-6.9157,111.1321
SMP NEGERI 1 PUCAKWANGI,20338975,SMP,NEGERI,A,Pucakwangi,Jl Raya Pucakwangi No 7,-6.8327,111.1724
SMP NEGERI 2 PUCAKWANGI,20338989,SMP,NEGERI,A,Pucakwangi,Jl Pucakwangi - Winong,-6.8327,111.1347
SMP SATU ATAP NEGERI 1 KLETEK,20362596,SMP,NEGERI,C,Pucakwangi,DESA KLETEK,-6.8335,111.223
SMP SATU ATAP NEGERI WATESHAJI,69956811,SMP,NEGERI,C,Pucakwangi,DESA WATESHAJI,-6.9159,111.128
MI ISLAMIYAH,69994036,SD,SWASTA,B,Jaken,Jl. K. Ismail Desa Sumberarum RT 03 RW 04 Kec. Jaken Kab. Pati,0.0,0.0
MI MANBA`UL HUDA,60712183,SD,SWASTA,B,Jaken,Dukuh Payaman RT 02 RW 05,-6.747,111.2159
MI NAHRUS SALAMAH,60712182,SD,SWASTA,B,Jaken,ARUMANIS,-6.7908,111.225
MI NATIJATUL ISLAM,60712184,SD,SWASTA,B,Jaken,"Sumberejo, Rt.01/Rw.06",-6.7794,111.2283
MI TARBIYATUL ISLAM,60712185,SD,SWASTA,B,Jaken,RT 04 RW 02 Desa Tamansari Kecamatan Jaken kabupaten Pati Provinsi Jawa Tengah,-6.7585,111.2357
MTS NATIJATUL ISLAM,20364065,SD,SWASTA,B,Jaken,JL JAKEN-JAKENAN KM I SUMBEREJO JAKEN,-6.7734,111.2277
MTS RAUDLATUL FALAH,69983323,SD,SWASTA,C,Jaken,"DESA RONGGO, RT 004 RW 002 KEC. JAKEN KAB. PATI",0.0,0.0
SD NEGERI BOTO,20317031,SD,NEGERI,B,Jaken,Boto,-6.8083,111.1934
SD NEGERI GENDOLO,20317139,SD,NEGERI,B,Jaken,Trikoyo,-6.7984,111.1911
SD NEGERI KEBONTURI,20316248,SD,NEGERI,B,Jaken,Kebonturi,-6.7569,111.1833
SD NEGERI LUNDO,20316331,SD,NEGERI,B,Jaken,Lundo,-6.7715,111.1992
SD NEGERI MANJANG,20316325,SD,NEGERI,B,Jaken,Desa Manjang Rt. 06 Rw. 03,-6.7694,111.2446
SD NEGERI MANTINGAN,20316322,SD,NEGERI,A,Jaken,Jalan Mantingan Kolutan Km 04,-6.81,111.2312
SD NEGERI MOJOLAMPIR,20316336,SD,NEGERI,A,Jaken,Mojolampir,-6.799,111.2083
SD NEGERI MOJOLUHUR,20316315,SD,NEGERI,B,Jaken,Jalan Jaken Jakenan Km 5,-6.7726,111.1839
SD NEGERI RONGGO 03,20316172,SD,NEGERI,B,Jaken,Jln Jaken Ronggo Km 09,-6.8388,111.2534
SD NEGERI SIDOLUHUR 01,20317281,SD,NEGERI,B,Jaken,Sidoluhur,6.7996,111.2418
SD NEGERI SIDOLUHUR 02,20316581,SD,NEGERI,A,Jaken,Dukuh Nguyangan,-6.79,111.2419
SD NEGERI SIDOMUKTI,20330938,SD,NEGERI,B,Jaken,Sidomukti,-6.7812,111.1935
SD NEGERI SRIKATON 01,20316550,SD,NEGERI,A,Jaken,jaken jakenan KM 0,-6.7768,111.2377
SD NEGERI SRIKATON 02,20316548,SD,NEGERI,B,Jaken,Srikaton,-6.7797,111.2418
SD NEGERI SRIWEDARI 01,20316547,SD,NEGERI,B,Jaken,Sriwedari,-6.7577,111.216
SD NEGERI SRIWEDARI 02,20316546,SD,NEGERI,B,Jaken,Sriwedari,-6.7579,111.2205
SD NEGERI SUKORUKUN,20316568,SD,NEGERI,A,Jaken,Sukorukun,-6.7714,111.2158
SD NEGERI SUMBERAGUNG 01,20316565,SD,NEGERI,B,Jaken,Sumberagung,-6.8043,111.2471
SD NEGERI SUMBERAGUNG 02,20316545,SD,NEGERI,B,Jaken,Sumberagung,-6.8194,111.2615
SD NEGERI SUMBERAN,20316564,SD,NEGERI,B,Jaken,Jl. Jaken - Pucakwangi KM. 05,-6.792,111.2055
SD NEGERI SUMBERARUM,20316563,SD,NEGERI,B,Jaken,Sumberarum,-6.7582,111.2251
SD NEGERI SUMBEREJO,20316562,SD,NEGERI,A,Jaken,Jln. Jaken-Jakenan Km 1 Desa Sumberejo Kec.Jaken Kab.Pati,-6.7732,111.2232
SD NEGERI TAMANSARI,20316654,SD,NEGERI,B,Jaken,Tamansari,-6.7619802,111.2386023
SD NEGERI TEGALARUM,20316618,SD,NEGERI,A,Jaken,Jalan Jaken-jakenan Km 3,-6.776,111.2125
SD NEGERI WUNGWUNG,20316457,SD,NEGERI,B,Jaken,Arumanis,-6.8368,111.2212
SMP NEGERI 1 JAKEN,20338914,SMP,NEGERI,A,Jaken,Jl Jakenan - Jaken Km. 6 Kec. Jaken Kab. Pati,-6.7757,111.2115
SMP NEGERI 2 JAKEN,20338434,SMP,NEGERI,A,Jaken,Ds Sidoluhur,-6.7993,111.2407
SMP SATU ATAP NEGERI 1 GENDOLO,20362047,SMP,NEGERI,C,Jaken,Jln Jaken - Soko Km 05,-6.7814,111.1935
MI AL ASY`ARI,60712138,SD,SWASTA,A,Batangan,DESA KUNIRAN,-6.7464,111.2384
MI KHOIRIYAH,70008994,SD,SWASTA,A,Batangan,Ds. Kedalon Rt.03/ Rw.01 Kec.Batangan Kab.Pati,0.0,0.0
MI MIFTAHUL HUDA,60712137,SD,SWASTA,A,Batangan,KOMPLEKS MASJID BESAR TLOGOMOJO BATANGAN,-6.741928,111.1726
MI MISHBAHUL FALAH,60712136,SD,SWASTA,A,Batangan,KLAYUSIWALAN,-6.7229,111.2003
MI TARBIYATUL ISLAMIYAH,69726183,SD,SWASTA,B,Batangan,Kompleks Masjid Al-Muwahhidin,-6.7076,111.2117
MI TARBIYATUL ISLAMIYAH RACI,60712135,SD,SWASTA,B,Batangan,JALAN K.ZUHRI,-6.6967,111.2117
MTS MISHBAHUL FALAH,20364040,SD,SWASTA,B,Batangan,KLAYUSIWALAN,-6.723,111.2006
MTS TARBIYATUL ISLAMIYAH,20364039,SD,SWASTA,B,Batangan,RACI,-6.725,111.1993
MTS TARBIYATUL ISLAMIYAH,20364038,SD,SWASTA,B,Batangan,Kompleks Masjid Al Muwahhidin Rt 03 Rw 02,-6.7076,111.2116
SD NEGERI BATURSARI 01,20317063,SD,NEGERI,A,Batangan,Batursari,-6.7082,111.2284
SD NEGERI BULUMULYO 01,20317005,SD,NEGERI,A,Batangan,Bulumulyo,-6.7335,111.1999
SD NEGERI BUMIMULYO 01,20317261,SD,NEGERI,A,Batangan,Bumimulyo,-6.7098,111.2023
SD NEGERI GAJAHKUMPUL,20317115,SD,NEGERI,A,Batangan,Desa Gajahkumpul,-6.7082,111.2387
SD NEGERI GUNUNGSARI 01,20317076,SD,NEGERI,A,Batangan,Gunungsari,-6.7311,111.2313
SD NEGERI JEMBANGAN 01,20330930,SD,NEGERI,A,Batangan,Jembangan,-6.7108,111.2108
SD NEGERI KEDALON 01,20316260,SD,NEGERI,A,Batangan,Kedalon,-6.7135,111.2306
SD NEGERI KEDALON 02,20316261,SD,NEGERI,A,Batangan,Kedalon,-6.7197,111.2331
SD NEGERI KEDALON 03,20316277,SD,NEGERI,A,Batangan,Kedalon,-6.7221,111.2282
SD NEGERI KETITANG WETAN 01,20316369,SD,NEGERI,A,Batangan,Jalan Juwana - Rembang Km. 06 Ds. Ketitang Wetan Batangan Pati 59186,-6.7152,111.1905
SD NEGERI KETITANG WETAN 02,20340698,SD,NEGERI,A,Batangan,Ketitang Wetan,-6.7151,111.1903
SD NEGERI KLAYUSIWALAN 02,20316365,SD,NEGERI,A,Batangan,Klayusiwalan,-6.7497,111.1993
SD NEGERI KUNIRAN 02,20316354,SD,NEGERI,B,Batangan,KUNIRAN,-6.743,111.232
SD NEGERI KUNIRAN 03,20340701,SD,NEGERI,A,Batangan,Kuniran,-6.7454,111.2334
SD NEGERI LENGKONG,20316372,SD,NEGERI,A,Batangan,Jalan Raya Juwana- Rembang Km 08,-6.7423,111.2157
SD NEGERI MANGUNLEGI 01,20316324,SD,NEGERI,A,Batangan,Mangunlegi,-6.7056,111.2222
SD NEGERI NGENING 01,20316164,SD,NEGERI,A,Batangan,Ngening,-6.7218,111.1787
SD NEGERI PECANGAAN,20316121,SD,NEGERI,A,Batangan,Pecangaan,-6.7441,111.2337
SD NEGERI RACI 01,20316180,SD,NEGERI,A,Batangan,Jln Raya Juwana-rembang Km 5,-6.7225,111.2291
SD NEGERI SUKOAGUNG,20316539,SD,NEGERI,B,Batangan,Sukoagung,-6.7461,111.1917
SD NEGERI TLOGOMOJO,20316626,SD,NEGERI,B,Batangan,Tlogomojo,-6.7391,111.1733
SD NEGERI TOMPOMULYO 02,20340709,SD,NEGERI,A,Batangan,Tompomulyo,-6.7406,111.21
SMP IBS NURUL FIKRI 01 PATI,70056896,SMP,SWASTA,Belum Terakreditasi,Batangan,Jl. Juwana Rembang Km. 05,0.0,0.0
SMP NEGERI 1 BATANGAN,20338959,SMP,NEGERI,A,Batangan,"Jl. Raya Batangan - Jaken Km.1,5 Pati",-6.7202,111.2277
SMP NEGERI 2 BATANGAN,20338862,SMP,NEGERI,A,Batangan,Ds. Bumimulyo,-6.7129,111.2013
MI AL FATTAH,60712194,SD,SWASTA,A,Juwana,Jl. Ki Dukut Gang Merpati Ds. Dukutalit Kec. Juwana,-6.7096,111.136
MI ANNUR BUMI DAMAI,70033161,SD,SWASTA,Belum Terakreditasi,Juwana,Dk. Karangtawang 02/04 Ds. Karangrejo,-6.738,111.1484
MI MATHOLI`UL FALAH,60712192,SD,SWASTA,A,Juwana,LANGGENHARJO,-6.7022,111.1214
MI NURUL HUDA,60712195,SD,SWASTA,B,Juwana,JL. KRAPYAK NO.9 BAJOMULYO JUWANA PATI,-6.7068,111.1532
MI TARBIYATUSH SHIBYAN,60712193,SD,SWASTA,B,Juwana,MARGOMULYO,-6.7061,111.105
MTS AL FATTAH,70008774,SD,SWASTA,B,Juwana,JL. MANGKUDIPURO GANG PERKUTUT,-6.7143,111.131
MTS MATHOLI`UL FALAH,20364067,SD,SWASTA,B,Juwana,RT.10/RW.02,-6.7016,111.1218
MTS ROUDLATUL MA`ARIF,20364068,SD,SWASTA,B,Juwana,Jl. Juwana - Tayu Km. 11 Ds. kadilangu RT. 004 Rw. 001 Kec. Trangkil Kab. Pati,-6.6451,111.0854
MTS TARBIYATUSH SHIBYAN,69726362,SD,SWASTA,B,Juwana,RT. 02 RW. 03,-6.7055,111.1055
SD ISLAM TERPADU UMAR BIN KHATHAB,20330135,SD,SWASTA,A,Juwana,Jl. Juwana - Jakenan Km. 3 Juwana,-6.7212,111.1565
SD IT NURUL FIKRI,69957062,SD,SWASTA,B,Juwana,Jl. Komodo No. 128 Kauman Juwana,-6.7162,111.1427
SD IT YAUMI FATIMAH,20362663,SD,SWASTA,A,Juwana,JL. TAMBAK NO. 37 BAJOMULYO,-6.7062,111.1493
SD NEGERI AGUNG MULYO,20317242,SD,NEGERI,A,Juwana,Jl Turonggo No 173a,-6.6926,111.1283
SD NEGERI BAJOMULYO,20317048,SD,NEGERI,A,Juwana,Jl.hangtuah No.6,-6.7106,111.1464
SD NEGERI BAKARAN KULON 01,20317047,SD,NEGERI,A,Juwana,Jl.siswa No.11,-6.706,111.1288
SD NEGERI BAKARAN KULON 03,20317045,SD,NEGERI,A,Juwana,Desa Bakaran Kulon,-6.7072,111.1245
SD NEGERI BAKARAN WETAN 01,20317044,SD,NEGERI,A,Juwana,Ds Bakaran Wetan,-6.6813,111.1304
SD NEGERI BAKARAN WETAN 03,20317042,SD,NEGERI,A,Juwana,Jl.kh Dewantoro,-6.703,111.1321
SD NEGERI BENDAR,20317060,SD,NEGERI,A,Juwana,Jl. Raya Juwana Rembang Km2,-6.6941,111.1568
SD NEGERI BRINGIN,20317009,SD,NEGERI,A,Juwana,Jl.juwana-Jakenan km 5,-6.6864,111.1561
SD NEGERI BUMIREJO,20316997,SD,NEGERI,B,Juwana,Jl.pencikan,-6.702,111.151
SD NEGERI DOROPAYUNG 01,20317020,SD,NEGERI,A,Juwana,Jl. Alon-alun No 1a,-6.6809,111.1466
SD NEGERI DOROPAYUNG 02,20317019,SD,NEGERI,A,Juwana,Jln. MAKAM DOROPAYUNG,-6.7229,111.1444
SD NEGERI DUKUTALIT 01,20317015,SD,NEGERI,A,Juwana,Jl.Mangkudipuro,-6.7063,111.136
SD NEGERI DUKUTALIT 02,20317016,SD,NEGERI,A,Juwana,Jl. Tayu Utara Km.02,-6.7096,111.1313
SD NEGERI GADINGREJO,20317118,SD,NEGERI,A,Juwana,Jalan Raya Juwana - Pati Km.4,-6.7296,111.1048
SD NEGERI GENENGMULYO 01,20317138,SD,NEGERI,A,Juwana,Jl Senawi,-6.6865,111.1213
SD NEGERI GENENGMULYO 02,20317137,SD,NEGERI,A,Juwana,Jl. Lapangan Trigunting,-6.6868,111.1226
SD NEGERI GROWONG KIDUL 02,20317083,SD,NEGERI,A,Juwana,Jl.ki Hajar Dewantara No.607,-6.7079,111.1404
SD NEGERI GROWONG LOR 01,20317082,SD,NEGERI,A,Juwana,Jl. Ki Hajar Dewantoro,-6.7183,111.1432
SD NEGERI JEPURO,20317092,SD,NEGERI,B,Juwana,Jl. Jolotundo Desa Jepuro,-6.7295,111.1456
SD NEGERI KARANG,20316280,SD,NEGERI,A,Juwana,Jln. Kuniran - Ketip Km. 03. Desa Karang Juwana,-6.7328,111.1586
SD NEGERI KARANGREJO 01,20316311,SD,NEGERI,A,Juwana,JALAN TEMBUS JUWANA- KARANG KM.3,-6.7323,111.1553
SD NEGERI KAUMAN 01,20316259,SD,NEGERI,A,Juwana,Jl P Diponegoro No 2,-6.7187,111.146
SD NEGERI KAUMAN 02,20316258,SD,NEGERI,A,Juwana,Jl. Wr Supratman,-6.7028,111.1454
SD NEGERI KEBONSAWAHAN 02,20316249,SD,NEGERI,A,Juwana,Jl. Sunan Ngerang 31 B,-6.7194,111.146
SD NEGERI KETIP,20316388,SD,NEGERI,A,Juwana,Jl. Juwana - Kuniran Km. 5,-6.7169,111.1231
SD NEGERI KUDUKERAS 01,20316358,SD,NEGERI,A,Juwana,Jalan PN Bajo,-6.7134,111.1509
SD NEGERI LANGGENHARJO 01,20316376,SD,NEGERI,A,Juwana,Jl Juwana-trangkil Km 4,-6.7011,111.1198
SD NEGERI LANGGENHARJO 02,20316375,SD,NEGERI,B,Juwana,jln.Bima RT 05 RW 02,-6.6786,111.1493
SD NEGERI MARGOMULYO 01,20316319,SD,NEGERI,A,Juwana,Dukuh Gempol,-6.7038,111.1599
SD NEGERI MARGOMULYO 02,20316329,SD,NEGERI,A,Juwana,Ds Margomulyo,-6.7052,111.1079
SD NEGERI MINTOMULYO,20316346,SD,NEGERI,A,Juwana,Mintomulyo,-6.7253,111.1284
SD NEGERI PEKUWON,20316117,SD,NEGERI,A,Juwana,Jln Juana - Jakenan Km 3,-6.7261,111.1577
SD NEGERI SEJOMULYO 02,20316194,SD,NEGERI,A,Juwana,Ds Sejomulyo Rt 1/1,-6.7429,111.1412
SD NEGERI TLUWAH,20316636,SD,NEGERI,B,Juwana,Jl Tembusan Juwana Karang Km 5,-6.7187,111.1483
SD NEGERI TRIMULYO 02,20338856,SD,NEGERI,A,Juwana,Jl. Juwana - Rembang Km. 3,-6.7133,111.1629
SD RAJAWALI,20317265,SD,SWASTA,A,Juwana,Jl. Sunan Ngerang No. 234 RT 1 RW 2,-6.713,111.1488
SDIT AL MADINAH,69975868,SD,SWASTA,B,Juwana,Jl. Raya Juwana Rembang Km. 02,-6.7099433,111.155462
SMP ISLAM JUWANA,20338949,SMP,SWASTA,B,Juwana,Jl. Diponegoro No.01 Juwana,-6.7332,111.147
SMP IT UTSMAN BIN AFFAN,69774548,SMP,SWASTA,B,Juwana,JL. JUWANA - JAKENAN KM 03 JUWANA,-6.7216,111.1562
SMP KANISIUS JUWANA,20338953,SMP,SWASTA,A,Juwana,Jl.Sunan Ngerang 44 Juwana,-6.7125,111.1481
SMP NEGERI 1 JUWANA,20339110,SMP,NEGERI,A,Juwana,Jl Silugonggo 46 Juwana,-6.7152,111.1515
SMP NEGERI 2 JUWANA,20338986,SMP,NEGERI,A,Juwana,"Jl Juwana -Tayu, Km 2 Juwana",-6.71,111.131
SMP NEGERI 3 JUWANA,20338866,SMP,NEGERI,A,Juwana,Jl. Hangtuah Juwana,-6.7127,111.1505
SMP NEGERI 4 JUWANA,20338997,SMP,NEGERI,A,Juwana,Jl. Raya Tluwah - Juwana,-6.7316,111.1489
MI MIFTAHUL FALAH,60712190,SD,SWASTA,B,Jakenan,JL. JAKENAN - JUWANA KM 01  DESA DUKUHMULYO,-6.7545,111.1517
MI MIFTAHUL HUDA,60712187,SD,SWASTA,A,Jakenan,DS.SIDOMULYO KEC.JAKENAN KAB.PATI,-6.774811,111.170325
MI MIFTAHUL HUDA,60712191,SD,SWASTA,B,Jakenan,DS. TONDOMULYO KEC. JAKENAN KAB. PATI,-6.741,111.1164
MI NABA`UL ULUM,60712189,SD,SWASTA,A,Jakenan,DESA PULUHANTENGAH RT 01 RW 02 KECAMATAN JAKENAN,-6.7703,111.1507
MI TARBIYATUL ISLAMIYAH,60712186,SD,SWASTA,B,Jakenan,Jl. Jakenan-Winong Km. 5,-6.7637,111.1135
MI TARBIYATUSY SYUBBAN,60712188,SD,SWASTA,A,Jakenan,Jalan Masjid Kijingan Kalimulyo,-6.7471,111.117
MTS MIFTAHUL FALAH,69726380,SD,SWASTA,B,Jakenan,DS.DUKUHMULYO KEC JAKENAN,-6.776,111.1552
MTS MIFTAHUL HUDA,20364066,SD,SWASTA,B,Jakenan,SIDOMULYO JAKENAN PATI,-6.775,111.1702
MTS TARBIYATUL ISLAMIYAH,69725107,SD,SWASTA,A,Jakenan,JALAN JAKENAN WINONG KM. 5,-6.7642,111.1137
SD NEGERI BUNGASREJO,20316995,SD,NEGERI,A,Jakenan,Ds. Bungasrejo Rt. 1 Rw. II,-6.7462,111.1288
SD NEGERI DUKUHMULYO 02,20317279,SD,NEGERI,A,Jakenan,"Jln. Jakenan-Juwana Km 1,5",-6.752,111.1554
SD NEGERI GLONGGONG,20317128,SD,NEGERI,A,Jakenan,Glonggong,-6.7586,111.1235
SD NEGERI JAKENAN,20317070,SD,NEGERI,A,Jakenan,"Jln. Jakenan - Jaken . Km 01, Jakenan",-6.7614,111.166
SD NEGERI JATISARI,20317099,SD,NEGERI,A,Jakenan,Desa Jatisari,-6.7893,111.1632
SD NEGERI KALIMULYO 01,20316286,SD,NEGERI,A,Jakenan,Jln. Jakenan - Winong . Km 4,-6.7602,111.1179
SD NEGERI KALIMULYO 02,20317274,SD,NEGERI,A,Jakenan,DS. KALIMULYO Rt.04 Rw.01 KEC.JAKENAN KAB.PATI,-6.7511,111.1171
SD NEGERI KARANGREJO,20316312,SD,NEGERI,A,Jakenan,Karangrejolor,-6.7667,111.1577
SD NEGERI KARANGROWO,20316309,SD,NEGERI,A,Jakenan,Karangrowo,-6.7561,111.0929
SD NEGERI KEDUNGMULYO,20316272,SD,NEGERI,A,Jakenan,Kedungmulyo,-6.7697,111.0769
SD NEGERI MANTINGANTENGAH,20316321,SD,NEGERI,A,Jakenan,Mantingantengah,-6.7531,111.1454
SD NEGERI NGASTOREJO,20316135,SD,NEGERI,B,Jakenan,Ngastorejo,-6.7562,111.0836
SD NEGERI PLOSOJENAR,20316216,SD,NEGERI,A,Jakenan,Plosojenar,-6.7507,111.1766
SD NEGERI PULUHANTENGAH,20316231,SD,NEGERI,A,Jakenan,Jln. Jakenan - Winong. Km 1,-6.7616,111.15
SD NEGERI SEMBATURAGUNG 02,20317231,SD,NEGERI,A,Jakenan,Jln. Jakenan - Winong . Km 3,-6.7585,111.1358
SD NEGERI SENDANGSOKO,20316608,SD,NEGERI,A,Jakenan,Sendangsoko,-6.7789,111.0988
SD NEGERI SIDOARUM,20316586,SD,NEGERI,A,Jakenan,DS SIDOARUM,-6.7734,111.1003
SD NEGERI SIDOMULYO 02,20316577,SD,NEGERI,A,Jakenan,Desa Sidomulyo,-6.5864,110.9091
SD NEGERI SIDOMULYO 03,20316576,SD,NEGERI,B,Jakenan,Sidomulyo RT 05/ RW 02,-6.7757,111.1649
SD NEGERI SONOREJO,20316572,SD,NEGERI,A,Jakenan,Sonorejo,-6.7656,111.0954
